text,sentiment
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
Harshsinghal Zomato Hey Harsh please share the concerned order number so that we could have a look at this MrD,1
zomatocare Zomato This was my order numberThanks,2
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
zomatocare Zomato This was the order numberPlease look into the matter soon,2
"On the auspicious day of Ganesh chaturthi,  launched its rd kitchen  at Adyar, Chennai",1
,2
This is me every time I order food on Zomato  Zomato ZomatoIN,2
"jokerjii Zomato ZomatoIN Hi there, never meant to give you such a bad experience Please share your order ID so",2
"foodpandaIndia saurabhkochhar pranayiitb  sorry that i just got to know that now you leading foodpanda,kindly do",0
AksharPathak which software do u prefer using for graphic designing  For zomato,2
"Google is amazing, but what Zomato is doing for sick days is crazy fun",0
ZomatoIN zomatoSoftBank SoftBankTeamJPN swiggyin SwiggyCares zomatocare Late DeliveryImproper intimati,2
SwiggyCares You got us by another order and hope the same and better experience with you people every time Feelin,1
Hello Zomato ZomatoIN  zomatocare  I just tried to order some food for me and my guest from Panchkula MDC Sector,2
"makhijamukund ZomatoIN Zomato Hi Mukund, never meant to give you such a bad experience Please share your order",2
sachinverma Zomato ZomatoIN Hey Sachin We never want to deliver any kind of issue with the food Having this,0
foodpandaIndia My order of dahi vadaorder cancelled after  hours Can someone imagine that even that can also,0
AnantBhan We would like to inform you that this offer is valid for selected locations onlyPlease refer to the b,1
zomatocare sachinverma Zomato ZomatoIN Hey Sachin We never want to deliver any kind of issue with the food Having this checked,0
zomatocare Zomato ZomatoIN MR D please can i talk to someone human and not a guy behind a chat screen,1
I think i need to take my these words back swiggyin recieved wring order reach me asap,2
SuvrajBhurjee Zomato ZomatoIN zomatocare ZomatoGold look who went back on their own words zomatogoldcheater zomatogold,2
Punjabi Handi at The Mondo Kitchen Ratings  Must Visit place  food foodporn foodie,2
zomatocare Zomato ZomatoIN Thank You for the positive feedback  Although you guys sure took your time but than,1
"ZomatoIN zomatocare Zomato  had placed an order a day back, nd got horrible food and service Kindly check the i",0
priyanka ZomatoIN Zomato Hey Priya We do care about our foodies Help us with the order details so that hav,1
zomatocare ZomatoIN Zomato there are several order IDs in the past  months Tonight again I faced difficulty be,0
zomatocare ZomatoIN Zomato Shared it on dm,1
zomatocare ZomatoIN Zomato Kindly check your inbox,1
"SwiggyCares MoHFWINDIA PMOIndia ZeeNews Today I have orderd veg biryani, swiggy delivered non veg biryani on a",2
zomatocare ZomatoIN Zomato rejected latei picked up the order after  minutes,0
Swiggy Plays game for money with customers  spiritual Belief,1
Review on Foodpanda by vejapakao  TheFoodpumpbetrayedwithme,2
"Swiggy ORDER  Customer care rejecting to take complaint , not ready to call back to customer, Customer",0
SwiggyCares ridvanshaikh Even I have observed this on the menu in swiggy Dont know why they charge extra Will,2
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
foodpandaIndia Pls help me foodpanda team I want my due amount pls help team pls,1
morejaythanyou Wow theyre reunited and ordering foodpanda wo any clothes on,1
"google map, waze, grab, foodpanda, zomato, honest bee, lazada, shopee",1
Really good feedback from zomatocare zomato ZomatoIN Guys Thank You for hearing my complaint and responding to i,1
iamsp RISKAJAY VarmaViews legendceleb Chandann CheGuevaraFan foodpandaIndia Foodpanda waste Use swiggy or zomato,0
zomatocare Hello there Placed an order through zomato about an hour and a half ago Order was supposed to be deli,2
morejaythanyou Wow theyre reunited and ordering foodpanda wo any clothes on,1
morejaythanyou Wow theyre reunited and ordering foodpanda wo any clothes on,1
"Petite application Zomato au Portugal a te donne la localisation des resto prs de ta localisation, tas les avis",2
JazzCash Digitizes foodpandas RiderPayments,2
YESBANK Want a slice of more Order online on Zomato and use code YES for an extra  off when you pay with your YES BANK Credit C,1
JahanviRajpuro My rajasthani bati the Ganesh Chaturthi special to my loving ganpati bappa moriya and gatta curry for special occasion,1
RahulSubramanic Joining Zomato when,2
"RahulSubramanic BTW, when you joining Zomato",2
Zomato Acquires Food Startup TongueStun for  Mn,2
sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,1
Love PecksSeafood  Wed appreciate a REVIEW at one or more of these sitesGOOGLE gtgt,1
ZomatoUAE Dont get fooled people in Dubai  zomato has befrauded thousands of people in India You will meet th,1
"Hey deepigoyal after this zomatogold fraudscam, how will u make people believe that you are different from the l",2
"Selling point of zomatogold  For you people like me, tour zomato gold subscriber are just mediums to loot money b",1
jokerjii This is me every time I order food on Zomato  Zomato ZomatoIN,2
jokerjii Zomato ZomatoIN Lol,1
yung feeling na magpapadeliver ka ng Jollibee sa foodpanda tapos ang order mo lang ay extra gravy,1
"Find this restaurant on Zomato  Coco Ichibanya Curry, Neo SOHO Mall, Tanjung Duren",2
ZomatoIN MarriottSTEPune Dont believe this tweet They may retract from this it anytime they want They Will say,1
ZOMATO,2
swiggyin SwiggyCares Thank you swiggy for providing delicious food by hotel kabir  order No,1
foodpanda   Order food and browse loads of discounts with this cute panda,1
JazzCash Digitalizes FoodPandas Rider Payments,2
Phir usko deni bhi tou parti,2
indiacontests contest contestalert contestindia indiacontests                    foodpanda IndiaVerified account foodpandaInd,2
swiggyin swiggy SwiggyCares Bangalore Bengaluru TrafficPolice,2
Good breakfast spots are hard to find at am if you want some good healthy food Foodpanda Pahndablac,1
foodpandaIndia,2
AishwaryaGoya My order was taken at  and till  they order was in preparing modeMr Rohit Please have a look on the team a,1
jokerjii antshantt Zomato ZomatoIN Recently happened with me too ZomatoIN sucks nowadays,0
sumoholic Zomato ZomatoIN Hey Chandan please share the concerned order number so that we could get this checked MrD,1
Salmon tartar montreal montrealfood food foodie foodporn foodgasm enroutemag foodlover foodpics,2
ZomatoIN Zomato aajtak ndtv PMOIndia Zomato pls stop cheating with people You sold gold membership to individ,0
Cheat DayFoodpanda CraveParty CraveFace FoodpandaIndia foodpandaIndia,0
Dorade royale montreal montrealfood food foodie foodporn foodgasm enroutemag foodlover foodpics,2
ZomatoIN Zomato mighty upset and did not expect this When people purchased Gold there were no restrictions on ho,0
Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls,2
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
iLuvVerma Another reason to never order m foodpandaIndia My address on left vs what it shows on delivery riders mobile shared via,1
AdvocateAJain Dear ZomatoIN Zomato what is it exactly that you expect You say  minute waiting and there is no response for  mins,1
Pandablac Good breakfast spots are hard to find at am if you want some good healthy food Foodpanda Pahndablac foodproblems htt,1
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
SilicaGel bag in paneerchilly ZomatoIN Zomato Thank god i am alive till now,1
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,0
Zomato i m sharing a link plz watch the video,1
Zomato Caption better than the creative,1
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
"moneynemotions ZomatoIN Zomato Damn, thats terrible Please share the order number, well get this checked and reach out Akki",1
Shots fired GuerrillaMarketing Swiggy FoodPanda,0
reenhelda foodpanda ada,2
Zomato Falling for great food Well detect it,1
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
"Zomato Why does your app still say Order Food Delivery We order food online in your app, not food delivery",2
AbsolutelyNow with this tweak it makes no sense for me to have bought  accounts for a family of  ZomatoIN,0
"SwiggyCares Dear Team Swiggy, I would suggest that while ordering anything from swiggy there should be a picture o",1
KirtikaChandani lucidillusions Im sure this was known to both Zomato and the restaurant before they signed on f,1
Zomato  upto  Off    cashback,2
"foodpandaIndia vijayram Hi, Wed like to inform you that the refund was completed on at   with bank ARN",1
faaatimahsamsir Skrg goyang kaki aje la kat rumah hahah takde la skrg kerje foodpanda aje,2
Reality of Zomato Food Delivery Service Making delivery guys works for  hours but there are hardly any orders,2
Lol Zomato following the Moviepass modelGet user base and then change TampC,1
"Typically, we see anywhere between  of growth in new users post the conclusion of a campaign Srivats TS,",1
cricdrugs TheLyrebird swiggy se order karlo p,2
ETPrimecom Olas Bhavish Aggarwal wants another bite of Indias USD million food delivery market His first one  Ola Cafe  didn,2
"Who doesnt need food delivery AND food discounts for times like these typhoon, holiday rush, inflation, etcetera",1
"I scroll thru foodpanda for  min straight and everytime i pick something, the thought of eating making me want to vomit",1
Zomato users furious after Gold membership usage gets tweaked by app  is classic bait,0
ACMAdityaMehta Shots fired GuerrillaMarketing Swiggy FoodPanda,0
"shirishy TheLyrebird Swiggy main hai ek, try karna padega",2
midday ZomatoUsers Furious After Gold Membership Usage Gets Tweaked By AppZomatoINZomatozomatogoldcheaterzomatogold,0
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
Zomato Offer offerslootforyou Off Upto RsCode  FAVValid Once EverydayPls let us know if its,2
Techglares Zomato Offer  Off Upto RsCode  FAVValid Once EverydayPls let us know if its workingPls  and Shar,2
Smart integration by Foodpanda with Ola Wonder what CPI it is getting,1
"RohithBandaru As per your concern, we would like to inform you that this offer is valid for new users for select",1
khairulrashidi HAHAHAHA mee bakso takde sio kat foodpanda kau buat aku craving siak Hahaha tak boleh ah sia wa,1
swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,1
Swiggy,2
offerlootforyou Zomato Offer offerslootforyou Off Upto RsCode  FAVValid Once EverydayPls let us know if its wo,2
sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,1
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
Vijayawada lo ekkada chusina swiggy ey nadustundi,2
madmanweb Zomato users furious after Gold membership usage gets tweaked by app  is classic bait and swit,0
"foodpandaIndia hi team, I am unable to place order on foodpanda Kindly assist Details shared on DM",1
