,text,sentiment
5844,indianrecipeon HappyGaneshChaturthi GanpatiBappaMorya ArunJaitleyStepDown GaneshUtsav mumbai,Neutral
5845,"Zomato zomatocare ZomatoIN kudos for the sudden change in ur gold policy, nice way of making sure how to not ret",Positive
5846,sonymusicindia arjunk ParineetiChopra NamasteEngFilm RelianceEnt PenMovies jayantilalgada ErosNow,Neutral
5847,rijosh brahimDXB Not strange at all AUH is not created equal when it comes to deliveries Try Magnolia Bakery,Neutral
5848,Herepaolicious  Foodpanda   Bonchon,Neutral
5849,zomatocare Theobromachoco ZomatoIN Order number on Zomato Bill has been added to media in main twee,Positive
5850,BestLootDeal FoodPanda Offer Food Worth Rs at Just RsUSE Coupon CODE QUICKIE or QUICKRouters Internet LOOT Kesari,Positive
5851,"LazyPay Hi,I am using lazypay account for Swiggy I made payment of Rs ,transaction details AXI",Neutral
5852,JazzCash Digitalizes FoodPandas Rider Payments,Neutral
5853,JazzCash Digitalizes foodpandas Rider Payments,Neutral
5854,"Zomato guy sir Im at a crossroads, which road should I take nowMe Take the road less travelled by",Neutral
5855,nikhilaro nikhilcoool foodpandaIndia Lets all boycott FOODPANDA,Negative
5856,"I had the most amazing experience with Zomato It is a thing of beauty Such nice people, make you feel so special",Positive
5857,"foodpandaIndia hello cheaters, youre far away from fixing things At least please refund my money which you promi",Negative
5858,Amazondeals FoodPanda  Get food under  at ReUse code  QUICKIELink,Neutral
5859,foodpandaIndia While youre working on fixing things from a very long time Please at least return my money which,Positive
5860,JazzCash Digitalizes foodpandas Rider Payments,Neutral
5861,gentlemanjitu Me  peacefully trying to watch a video on YouTubeZomato ad,Positive
5862,"DunzoIt very unpredictable service persons, unreliable service surly will loose businessThey are becoming cho",Negative
5863,Forget iPhone but Zomato Gold membership has become so expensive,Negative
5864,UberSupport Which type of info you wantStale food delivered to me Bad qualityAapse acha to SWIGGY WALE dete h,Negative
5865,"DunzoIt very unpredictable service persons, unreliable service surly will loose businessThey are becoming cho",Negative
5866,Nourishd Eatery at Horsham on Zomato  Omg so good buckweatpancakes,Positive
5867,Every single IT guy bhai zomato gold ka id pass de naNow every single IT guy bhai ye itna expensive kyu kar diya zomato gold,Neutral
5868,"I just order pizza from Zomato,which is really a reputed company But today i found there service really bad It i",Negative
5869,foodpanda gives out the biggest discounts on food you love thisSeptember,Positive
5870,Zomato is loooouuuvvvv,Neutral
5871,The best thing restaurants are doing is checking aadhar card when u show zomato gold id People were literally milk,Positive
5872,Wish you could enjoy delicious food not just on your first order online but the next ones too Now you can only wit,Positive
5873,swiggyin SwiggyCares time shown was  mins And its still  mins past it Never using Swiggy again,Neutral
5874,"Yung Zomato madamot sa info, kelangan talaga idownload yung app bago ka nila masagot",Neutral
5875,"foodpandaIndia Very disappointing Twice in  days, money deducted, delivery not happened and yet no response fro",Negative
5876,Things to learn from Lord Ganesha Pic  Zomato,Neutral
5877,chiragbarjatyaa The best thing restaurants are doing is checking aadhar card when u show zomato gold id People were literally milking,Positive
5878,HarshJa Zomato Hey Harsh Thats not really good to hear Mind sharing the order number so that we can have a look at this VS,Negative
5879,"HarshJa I just order pizza from Zomato,which is really a reputed company But today i found there service really bad It is v",Negative
5880,TangledMemoria ZomatoIN SUBWAY swiggyin The receipt reads  delivered by Zomato Funny But this happens a l,Positive
5881,"foodpandaIndia Its for your reference Time to uninstall Foodpanda, I was having high hopes when you came back to",Positive
5882,"shrikantdavare our partners work on volunteer basis where they come online whenever they are pleased to, hence we",Positive
5883,chiragbarjatyaa The best thing restaurants are doing is checking aadhar card when u show zomato gold id People were literally milking,Positive
5884,TangledMemoria So i ordered from ZomatoIN today for SUBWAY and they used this tape which i feel basically is from swiggyin and the,Neutral
5885,zomatocare Zomato Order no,Negative
5886,"Maestros at the Straz Center, Tampa, Tampa Bay  UrbanspoonZomato",Neutral
5887,docAripta Zomato is loooouuuvvvv,Neutral
5888,Now Zomato Gold can be used by only one person if there are between  to  people on a table What a stupid policy,Negative
5889,HarshJa Zomato Thanks for sharing the details We will be reaching out to you shortly,Positive
5890,zomato should have applied this rule for new subscriptions or renewals instead of forcing this on people who put t,Neutral
5891,Foodpanda New Users Loot   Off Upto Rs  JAI Promo Code  gosfsale dailydeal,Neutral
5892,"RishabhDua zomatocare ZomatoIN Hi, I want a refund for my Zomato gold membership, I bought it at a separate set of TampCs we have t",Positive
5893,amitmeena,Neutral
5894,docAripta Swiggy is,Neutral
5895,SwiggyCares Thanks swiggy,Positive
5896,deepigoyal Can you atleast spare some time and resolve customer issues in existing locationsIts been  hours,Positive
5897,Zomato,Neutral
5898,will anyone foodpanda me mcdonalds on my birthday pls and thank u th september ya,Positive
5899,Its PM and order time PMI knew its into space The worst fooddelivery app foodpandaIndia,Negative
5900,Ayam geprek  Mashed chicken with mozzarella cheesewisataserukubuzzfeedfood zomato zomatoid,Neutral
5901,"We thank you for all your reviews on Zomato   Badaro, Rue Georges Catroux",Positive
5902,"zomatocare Hi, I had received stale lava jar and the zomato chat support are not responding since ages Please lo",Positive
5903,"Food is inclusive, nothing exclusive about itFoodPandafoodpandaIndia",Negative
5904,This Vista visit the Zomato Food Village at IIMBangalore and satify the most diverse of your food cravings Everyt,Neutral
5905,foodpandaIndia This is Foodpanda service in capital of India in  hours order is still not delivered,Neutral
5906,foodpandaIndia Worst customer experiance Still waiting for my refund Never gonna be use your service again Food,Negative
5907,Zomato such a bad service you are not even replying to customers,Negative
5908,ZomatoIN Dont act You cheated me Zomato,Positive
5909,Anyone have a first time order foodpanda voucher,Neutral
5910,Zomato ZomatoGold ZomatoIN Zomato gold policy changed a day after I purchased Why suddenly fleecing customers,Neutral
5911,foodpandaIndia hello foodpanda i ordered some noodles from your app but the delivery boy updated delivered but i,Neutral
5912,SwiggyCares swiggyin I have noticed that nonveg foodsouth indian chiken curry is also marked veg in swiggy p,Neutral
5913,zomatogoldcheater,Neutral
5914,TangledMemoria So i ordered from ZomatoIN today for SUBWAY and they used this tape which i feel basically is from swiggyin and the,Neutral
5915,ooh foodpanda does but not in my city im sad,Negative
5916,"Rnb Its all well to be able to survive on idlydosarotidaalsabzicurd rice etc on a normal day, and its perfectly practical too",Positive
5917,zomatocare,Neutral
5918,Zomato ZomatoIN ordered tea and snacks received only snacks and neither restaurant nor delivery person is accepting mistake WTF,Negative
5919,foodpanda,Neutral
5920,"pragatirastogi Zomato ZomatoIN Woah Indias national drink is missing, we cant sit in silence Just share the",Neutral
5921,zomatocare Zomato ZomatoIN,Neutral
5922,joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,Negative
5923,DoctorrSays Swiggy zomato pe list kardo,Neutral
5924,zomatocare Zomato ZomatoIN Make up for complete order All snacks got cold coz restaurant promised to send but refused after half hr,Negative
5925,Wow theyre reunited and ordering foodpanda wo any clothes on,Positive
5926,This is how zomato ZomatoIN do As soon as you go for a discount  offer they eliminate the discounted price Resu,Positive
5927,joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,Negative
5928,"joogasama A first of all, zomato loses no money on this as they were never footing or supporting restaurants in a",Negative
5929,TangledMemoria So i ordered from ZomatoIN today for SUBWAY and they used this tape which i feel basically is from swiggyin and the,Neutral
5930,If you want be successful and profitable like UberEats and Zomato Launch your online food ordering marketplace wit,Positive
5931,"KL privilege Honestbee, foodpanda, grabfood apa lagi",Positive
5932,swiggyin Still not got any response after  mails and upload of documents its been month to register our new o,Neutral
5933,sayshrii Its PM and order time PMI knew its into space The worst fooddelivery app foodpandaIndia Foodpanda,Negative
5934,pratyushdixit Hey gourmetpssprt why dont you join hands with the customers who were cheated by ZomatoIN  Zomato not only sold ponz,Negative
5935,Review on Foodpanda by abhayrnjn  BadandworstserviceFoodPanda,Neutral
5936,hey Olacabs The order was done after your notificationSeems like prank from Ola and foodpanda,Positive
5937,WE NOW ACCEPT CREDIT CARD PAYMENTS Order Online on Zomato from over  restaurants USE CODE GRUB to get  of,Positive
5938,ZomatoQA WE NOW ACCEPT CREDIT CARD PAYMENTS Order Online on Zomato from over  restaurants USE CODE GRUB to get  off on your,Positive
5939,One of the worst app for food delivery foodpandaIndiaI ordered from foodpanda yesterday at around  am aroun,Negative
5940,sairamreddy SharathsaiH,Neutral
5941,"Still no reply from foodpandaIndia, my order is marked delivered and didnt got it yet, but no one is listening fake foodpanda",Negative
5942,swiggyin Hi Can dine in order be placed with Swiggy I only see options to select delivery address,Neutral
5943,My rajasthani bati the Ganesh Chaturthi special to my loving ganpati bappa moriya and gatta curry for special occas,Positive
5944,"ZomatoIN mene ZomatoIN  pe order kiya tha toh delievery pura order mahi hua,complain karne ke baad myje Zomato cr",Neutral
5945,Foodpanda Flat  Off on all orders upto Code CRAVEHOURvalid for today,Neutral
5946,foodpandaIndia Yes ordering food was never so simple Once you order you cant track and no response from customer,Positive
5947,"Never ordering from foodpandaIndia  again, the inapp Live chat crashes Everytime, they dont have a number you",Negative
5948,Uber is the new Zomato Logo changes now and then,Neutral
5949,joogasama alternate headline freeloaders get mad when free shit gets taken away how sad,Negative
5950,nurathiranabila Kann sebab I suka makan and I suka travel tapi benda sekarang I malas nak drive and all so I order,Neutral
5951,zomatocare surajv Zomato Well your gimmicks sure as well happened on Zomato gold subscriptions,Positive
5952,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
5953,WTF Ordered from Food Panda getting a delivery from zomatoIts all one in the backened foodpandaIndia ZomatoIN,Negative
5954,Wait wait wait People thought Zomato was paying restaurants for the free drinks or free food Huh Umm No The r,Positive
5955,offerslootforyouFoodpanda  cashback upto    cashback Max  With PhonePeCode CRAVEHOURFoodpanda,Neutral
5956,offerlootforyou offerslootforyouFoodpanda  cashback upto    cashback Max  With PhonePeCode CRAVEHOURFoodpanda Lin,Neutral
5957,KirtikaChandani I always assumed Zomato gold would bring people through the door and then restaurant offers someth,Neutral
5958,morejaythanyou Wow theyre reunited and ordering foodpanda wo any clothes on,Positive
5959,roochmaterial WTF ZomatoIN you cant just change your policies after we have purchased zomatogold Low blow Do it for the new cust,Negative
5960,"saffrontrail i RARELY ever order from Swiggy like services, and the one time I ordered something, the delivery guy is going around in",Positive
5961,zomato,Neutral
5962,foodpanda android app is now available at skyandroid store,Neutral
5963,heydezzy Its  naman huhu pm ra taman foodpanda smh,Negative
5964,"What a treat we had yesterday Olive amp Oil in UmhlangaMy full review is on Zomato, TripAdvisor and Google  go che",Positive
